Date/Time,Electricity Demand for the Branch (kw),Solar System Output (kWh),DOW,15min_interval
2/5/2013 14:30,9.6,3.559,3,59
2/5/2013 14:45,8,2.263,3,60
2/5/2013 15:00,9.6,1.994,3,61
2/5/2013 15:15,8,2.012,3,62
2/5/2013 15:30,9.6,1.496,3,63
2/5/2013 15:45,11.2,1.67,3,64
2/5/2013 16:00,8,1.767,3,65
2/5/2013 16:15,8,1.087,3,66
2/5/2013 16:30,9.6,1.104,3,67
2/5/2013 16:45,9.6,1.075,3,68
2/5/2013 17:00,12.8,0.392,3,69
2/5/2013 17:15,12.8,0.083,3,70
2/5/2013 17:30,12.8,0.011,3,71
2/5/2013 17:45,12.8,0,3,72
2/5/2013 18:00,12.8,0,3,73
2/5/2013 18:15,12.8,0,3,74
2/5/2013 18:30,12.8,0,3,75
2/5/2013 18:45,12.8,0,3,76
2/5/2013 19:00,12.8,0,3,77
2/5/2013 19:15,11.2,0,3,78
2/5/2013 19:30,11.2,0,3,79
2/5/2013 19:45,11.2,0,3,80
2/5/2013 20:00,9.6,0,3,81
2/5/2013 20:15,9.6,0,3,82
2/5/2013 20:30,8,0,3,83
2/5/2013 20:45,9.6,0,3,84
2/5/2013 21:00,9.6,0,3,85
2/5/2013 21:15,9.6,0,3,86
2/5/2013 21:30,12.8,0,3,87
2/5/2013 21:45,11.2,0,3,88
2/5/2013 22:00,12.8,0,3,89
2/5/2013 22:15,11.2,0,3,90
2/5/2013 22:30,9.6,0,3,91
2/5/2013 22:45,9.6,0,3,92
2/5/2013 23:00,9.6,0,3,93
2/5/2013 23:15,9.6,0,3,94
2/5/2013 23:30,9.6,0,3,95
2/5/2013 23:45,9.6,0,3,96
2/6/2013 0:00,8,0,4,1
2/6/2013 0:15,8,0,4,2
2/6/2013 0:30,8,0,4,3
2/6/2013 0:45,8,0.001,4,4
2/6/2013 1:00,8,0,4,5
2/6/2013 1:15,8,0,4,6
2/6/2013 1:30,8,0,4,7
2/6/2013 1:45,8,0,4,8
2/6/2013 2:00,8,0,4,9
2/6/2013 2:15,8,0,4,10
2/6/2013 2:30,8,0,4,11
2/6/2013 2:45,8,0.004,4,12
2/6/2013 3:00,8,0,4,13
2/6/2013 3:15,8,0,4,14
2/6/2013 3:30,8,0,4,15
2/6/2013 3:45,8,0,4,16
2/6/2013 4:00,8,0,4,17
2/6/2013 4:15,8,0,4,18
2/6/2013 4:30,6.4,0,4,19
2/6/2013 4:45,8,0,4,20
2/6/2013 5:00,8,0,4,21
2/6/2013 5:15,8,0,4,22
2/6/2013 5:30,9.6,0,4,23
2/6/2013 5:45,8,0,4,24
2/6/2013 6:00,9.6,0,4,25
2/6/2013 6:15,9.6,0,4,26
2/6/2013 6:30,11.2,0.015,4,27
2/6/2013 6:45,9.6,0.055,4,28
2/6/2013 7:00,9.6,0.306,4,29
2/6/2013 7:15,6.4,0.778,4,30
2/6/2013 7:30,4.8,0.932,4,31
2/6/2013 7:45,4.8,1.289,4,32
2/6/2013 8:00,6.4,2.352,4,33
2/6/2013 8:15,8,2.196,4,34
2/6/2013 8:30,6.4,4.249,4,35
2/6/2013 8:45,8,3.273,4,36
2/6/2013 9:00,8,2.192,4,37
2/6/2013 9:15,8,2.479,4,38
2/6/2013 9:30,9.6,4.398,4,39
2/6/2013 9:45,8,8.211,4,40
2/6/2013 10:00,8,7.031,4,41
2/6/2013 10:15,8,5.975,4,42
2/6/2013 10:30,9.6,6.679,4,43
2/6/2013 10:45,8,8.38,4,44
2/6/2013 11:00,8,8.586,4,45
2/6/2013 11:15,8,9.042,4,46
2/6/2013 11:30,8,9.132,4,47
2/6/2013 11:45,8,9.236,4,48
2/6/2013 12:00,9.6,9.268,4,49
2/6/2013 12:15,8,9.066,4,50
2/6/2013 12:30,8,9.17,4,51
2/6/2013 12:45,9.6,8.917,4,52
2/6/2013 13:00,8,8.701,4,53
2/6/2013 13:15,8,8.418,4,54
2/6/2013 13:30,8,8.261,4,55
2/6/2013 13:45,8,7.883,4,56
2/6/2013 14:00,8,7.502,4,57
2/6/2013 14:15,9.6,7.031,4,58
2/6/2013 14:30,8,6.54,4,59
2/6/2013 14:45,8,5.991,4,60
2/6/2013 15:00,8,5.346,4,61
2/6/2013 15:15,9.6,4.822,4,62
2/6/2013 15:30,8,4.223,4,63
2/6/2013 15:45,8,3.536,4,64
2/6/2013 16:00,9.6,2.915,4,65
2/6/2013 16:15,8,2.232,4,66
2/6/2013 16:30,9.6,1.561,4,67
2/6/2013 16:45,8,0.987,4,68
2/6/2013 17:00,11.2,0.478,4,69
2/6/2013 17:15,12.8,0.108,4,70
2/6/2013 17:30,12.8,0.029,4,71
2/6/2013 17:45,12.8,0,4,72
2/6/2013 18:00,12.8,0,4,73
2/6/2013 18:15,12.8,0,4,74
2/6/2013 18:30,12.8,0,4,75
2/6/2013 18:45,12.8,0,4,76
2/6/2013 19:00,11.2,0,4,77
2/6/2013 19:15,12.8,0,4,78
2/6/2013 19:30,9.6,0,4,79
2/6/2013 19:45,11.2,0,4,80
2/6/2013 20:00,8,0,4,81
2/6/2013 20:15,9.6,0,4,82
2/6/2013 20:30,9.6,0,4,83
2/6/2013 20:45,9.6,0,4,84
2/6/2013 21:00,9.6,0,4,85
2/6/2013 21:15,9.6,0,4,86
2/6/2013 21:30,9.6,0,4,87
2/6/2013 21:45,12.8,0,4,88
2/6/2013 22:00,12.8,0,4,89
2/6/2013 22:15,11.2,0,4,90
2/6/2013 22:30,9.6,0,4,91
2/6/2013 22:45,8,0,4,92
2/6/2013 23:00,9.6,0,4,93
2/6/2013 23:15,9.6,0,4,94
2/6/2013 23:30,9.6,0,4,95
2/6/2013 23:45,9.6,0,4,96
2/7/2013 0:00,8,0,5,1
2/7/2013 0:15,8,0,5,2
2/7/2013 0:30,8,0,5,3
2/7/2013 0:45,8,0,5,4
2/7/2013 1:00,8,0,5,5
2/7/2013 1:15,9.6,0,5,6
2/7/2013 1:30,8,0,5,7
2/7/2013 1:45,8,0,5,8
2/7/2013 2:00,8,0,5,9
2/7/2013 2:15,8,0,5,10
2/7/2013 2:30,8,0,5,11
2/7/2013 2:45,8,0,5,12
2/7/2013 3:00,8,0,5,13
2/7/2013 3:15,8,0,5,14
2/7/2013 3:30,8,0,5,15
2/7/2013 3:45,8,0,5,16
2/7/2013 4:00,8,0,5,17
2/7/2013 4:15,8,0,5,18
2/7/2013 4:30,8,0,5,19
2/7/2013 4:45,8,0,5,20
2/7/2013 5:00,8,0,5,21
2/7/2013 5:15,9.6,0,5,22
2/7/2013 5:30,8,0,5,23
2/7/2013 5:45,8,0,5,24
2/7/2013 6:00,9.6,0,5,25
2/7/2013 6:15,9.6,0,5,26
2/7/2013 6:30,11.2,0.018,5,27
2/7/2013 6:45,9.6,0.065,5,28
2/7/2013 7:00,9.6,0.338,5,29
2/7/2013 7:15,6.4,0.692,5,30
2/7/2013 7:30,4.8,0.781,5,31
2/7/2013 7:45,6.4,1.475,5,32
2/7/2013 8:00,6.4,2.354,5,33
2/7/2013 8:15,6.4,2.944,5,34
2/7/2013 8:30,6.4,3.648,5,35
2/7/2013 8:45,8,4.296,5,36
2/7/2013 9:00,6.4,4.998,5,37
2/7/2013 9:15,8,5.646,5,38
2/7/2013 9:30,8,6.142,5,39
2/7/2013 9:45,8,6.624,5,40
2/7/2013 10:00,8,6.197,5,41
2/7/2013 10:15,9.6,4.567,5,42
2/7/2013 10:30,8,3.879,5,43
2/7/2013 10:45,9.6,3.795,5,44
2/7/2013 11:00,8,3.422,5,45
2/7/2013 11:15,8,3.043,5,46
2/7/2013 11:30,9.6,2.922,5,47
2/7/2013 11:45,8,3.043,5,48
2/7/2013 12:00,8,2.77,5,49
2/7/2013 12:15,9.6,2.68,5,50
2/7/2013 12:30,8,2.619,5,51
2/7/2013 12:45,9.6,3.293,5,52
2/7/2013 13:00,9.6,3.178,5,53
2/7/2013 13:15,9.6,3.075,5,54
2/7/2013 13:30,8,3.104,5,55
2/7/2013 13:45,8,4.059,5,56
2/7/2013 14:00,9.6,3.718,5,57
2/7/2013 14:15,8,3.238,5,58
2/7/2013 14:30,8,2.534,5,59
2/7/2013 14:45,9.6,2.08,5,60
2/7/2013 15:00,8,1.87,5,61
2/7/2013 15:15,9.6,1.259,5,62
2/7/2013 15:30,8,1.144,5,63
2/7/2013 15:45,8,1.1,5,64
2/7/2013 16:00,9.6,0.877,5,65
2/7/2013 16:15,11.2,0.517,5,66
2/7/2013 16:30,12.8,0.618,5,67
2/7/2013 16:45,9.6,0.824,5,68
2/7/2013 17:00,11.2,0.33,5,69
2/7/2013 17:15,12.8,0.061,5,70
2/7/2013 17:30,12.8,0.018,5,71
2/7/2013 17:45,12.8,0,5,72
2/7/2013 18:00,11.2,0,5,73
2/7/2013 18:15,12.8,0,5,74
2/7/2013 18:30,12.8,0,5,75
2/7/2013 18:45,12.8,0,5,76
2/7/2013 19:00,9.6,0,5,77
2/7/2013 19:15,8,0,5,78
2/7/2013 19:30,9.6,0,5,79
2/7/2013 19:45,9.6,0,5,80
2/7/2013 20:00,8,0,5,81
2/7/2013 20:15,11.2,0,5,82
2/7/2013 20:30,8,0,5,83
2/7/2013 20:45,9.6,0,5,84
2/7/2013 21:00,9.6,0,5,85
2/7/2013 21:15,9.6,0,5,86
2/7/2013 21:30,11.2,0,5,87
2/7/2013 21:45,12.8,0,5,88
2/7/2013 22:00,11.2,0,5,89
2/7/2013 22:15,11.2,0,5,90
2/7/2013 22:30,9.6,0,5,91
2/7/2013 22:45,9.6,0,5,92
2/7/2013 23:00,9.6,0,5,93
2/7/2013 23:15,9.6,0,5,94
2/7/2013 23:30,9.6,0,5,95
2/7/2013 23:45,8,0,5,96
2/8/2013 0:00,8,0,6,1
2/8/2013 0:15,8,0,6,2
2/8/2013 0:30,8,0,6,3
2/8/2013 0:45,8,0,6,4
2/8/2013 1:00,8,0,6,5
2/8/2013 1:15,8,0,6,6
2/8/2013 1:30,6.4,0,6,7
2/8/2013 1:45,8,0,6,8
2/8/2013 2:00,8,0,6,9
2/8/2013 2:15,8,0,6,10
2/8/2013 2:30,8,0,6,11
2/8/2013 2:45,8,0,6,12
2/8/2013 3:00,8,0,6,13
2/8/2013 3:15,8,0,6,14
2/8/2013 3:30,8,0,6,15
2/8/2013 3:45,8,0,6,16
2/8/2013 4:00,8,0,6,17
2/8/2013 4:15,8,0,6,18
2/8/2013 4:30,8,0,6,19
2/8/2013 4:45,8,0,6,20
2/8/2013 5:00,8,0,6,21
2/8/2013 5:15,8,0,6,22
2/8/2013 5:30,8,0,6,23
2/8/2013 5:45,9.6,0,6,24
2/8/2013 6:00,8,0,6,25
2/8/2013 6:15,9.6,0,6,26
2/8/2013 6:30,9.6,0.015,6,27
2/8/2013 6:45,9.6,0.051,6,28
2/8/2013 7:00,9.6,0.371,6,29
2/8/2013 7:15,8,0.51,6,30
2/8/2013 7:30,9.6,0.661,6,31
2/8/2013 7:45,9.6,0.569,6,32
2/8/2013 8:00,6.4,0.924,6,33
2/8/2013 8:15,6.4,1.431,6,34
2/8/2013 8:30,8,3.151,6,35
2/8/2013 8:45,8,2.744,6,36
2/8/2013 9:00,8,3.083,6,37
2/8/2013 9:15,9.6,0.431,6,38
2/8/2013 9:30,14.4,0.827,6,39
2/8/2013 9:45,8,1.769,6,40
2/8/2013 10:00,9.6,7.816,6,41
2/8/2013 10:15,8,5.254,6,42
2/8/2013 10:30,8,3.941,6,43
2/8/2013 10:45,8,4.893,6,44
2/8/2013 11:00,9.6,4.594,6,45
2/8/2013 11:15,8,5.385,6,46
2/8/2013 11:30,8,6.469,6,47
2/8/2013 11:45,9.6,6.901,6,48
2/8/2013 12:00,8,6.585,6,49
2/8/2013 12:15,8,5.041,6,50
2/8/2013 12:30,9.6,3.176,6,51
2/8/2013 12:45,8,4.231,6,52
2/8/2013 13:00,9.6,4.368,6,53
2/8/2013 13:15,8,2.624,6,54
2/8/2013 13:30,8,2.831,6,55
2/8/2013 13:45,9.6,6.88,6,56
2/8/2013 14:00,8,8.754,6,57
2/8/2013 14:15,8,7.265,6,58
2/8/2013 14:30,8,4.898,6,59
2/8/2013 14:45,9.6,3.696,6,60
2/8/2013 15:00,8,6.632,6,61
2/8/2013 15:15,8,5.548,6,62
2/8/2013 15:30,8,4.194,6,63
2/8/2013 15:45,8,2.993,6,64
2/8/2013 16:00,9.6,1.847,6,65
2/8/2013 16:15,8,0.872,6,66
2/8/2013 16:30,11.2,0.846,6,67
2/8/2013 16:45,12.8,1.39,6,68
2/8/2013 17:00,12.8,0.587,6,69
2/8/2013 17:15,14.4,0.195,6,70
2/8/2013 17:30,11.2,0.024,6,71
2/8/2013 17:45,12.8,0,6,72
2/8/2013 18:00,12.8,0,6,73
2/8/2013 18:15,12.8,0,6,74
2/8/2013 18:30,12.8,0,6,75
2/8/2013 18:45,11.2,0,6,76
2/8/2013 19:00,9.6,0,6,77
2/8/2013 19:15,9.6,0,6,78
2/8/2013 19:30,9.6,0,6,79
2/8/2013 19:45,9.6,0,6,80
2/8/2013 20:00,9.6,0,6,81
2/8/2013 20:15,8,0,6,82
2/8/2013 20:30,9.6,0,6,83
2/8/2013 20:45,9.6,0,6,84
2/8/2013 21:00,12.8,0,6,85
2/8/2013 21:15,11.2,0,6,86
2/8/2013 21:30,11.2,0,6,87
2/8/2013 21:45,9.6,0,6,88
2/8/2013 22:00,9.6,0,6,89
2/8/2013 22:15,9.6,0,6,90
2/8/2013 22:30,9.6,0,6,91
2/8/2013 22:45,8,0,6,92
2/8/2013 23:00,9.6,0,6,93
2/8/2013 23:15,9.6,0,6,94
2/8/2013 23:30,8,0,6,95
2/8/2013 23:45,9.6,0,6,96
2/9/2013 0:00,8,0,7,1
2/9/2013 0:15,8,0,7,2
2/9/2013 0:30,8,0,7,3
2/9/2013 0:45,8,0,7,4
2/9/2013 1:00,8,0,7,5
2/9/2013 1:15,9.6,0,7,6
2/9/2013 1:30,8,0,7,7
2/9/2013 1:45,8,0,7,8
2/9/2013 2:00,8,0,7,9
2/9/2013 2:15,8,0,7,10
2/9/2013 2:30,8,0,7,11
2/9/2013 2:45,8,0,7,12
2/9/2013 3:00,8,0,7,13
2/9/2013 3:15,8,0,7,14
2/9/2013 3:30,8,0,7,15
2/9/2013 3:45,8,0,7,16
2/9/2013 4:00,8,0,7,17
2/9/2013 4:15,8,0,7,18
2/9/2013 4:30,9.6,0,7,19
2/9/2013 4:45,8,0,7,20
2/9/2013 5:00,8,0,7,21
2/9/2013 5:15,8,0,7,22
2/9/2013 5:30,9.6,0,7,23
2/9/2013 5:45,8,0,7,24
2/9/2013 6:00,9.6,0,7,25
2/9/2013 6:15,9.6,0,7,26
2/9/2013 6:30,9.6,0.029,7,27
2/9/2013 6:45,9.6,0.079,7,28
2/9/2013 7:00,9.6,0.499,7,29
2/9/2013 7:15,6.4,1.152,7,30
2/9/2013 7:30,6.4,1.828,7,31
2/9/2013 7:45,4.8,2.559,7,32
2/9/2013 8:00,6.4,3.264,7,33
2/9/2013 8:15,6.4,3.955,7,34
2/9/2013 8:30,6.4,4.61,7,35
2/9/2013 8:45,8,5.263,7,36
2/9/2013 9:00,8,5.89,7,37
2/9/2013 9:15,8,6.546,7,38
2/9/2013 9:30,8,7.269,7,39
2/9/2013 9:45,8,7.584,7,40
2/9/2013 10:00,8,8.103,7,41
2/9/2013 10:15,8,8.577,7,42
2/9/2013 10:30,8,8.883,7,43
2/9/2013 10:45,8,9.257,7,44
2/9/2013 11:00,8,8.726,7,45
2/9/2013 11:15,8,9.494,7,46
2/9/2013 11:30,8,9.579,7,47
2/9/2013 11:45,8,9.743,7,48
2/9/2013 12:00,8,9.797,7,49
2/9/2013 12:15,8,9.794,7,50
2/9/2013 12:30,8,9.754,7,51
2/9/2013 12:45,8,9.625,7,52
2/9/2013 13:00,8,9.431,7,53
2/9/2013 13:15,8,9.208,7,54
2/9/2013 13:30,9.6,8.933,7,55
2/9/2013 13:45,8,8.592,7,56
2/9/2013 14:00,8,8.193,7,57
2/9/2013 14:15,8,7.76,7,58
2/9/2013 14:30,8,7.272,7,59
2/9/2013 14:45,8,6.761,7,60
2/9/2013 15:00,8,6.182,7,61
2/9/2013 15:15,8,5.542,7,62
2/9/2013 15:30,6.4,4.875,7,63
2/9/2013 15:45,8,4.184,7,64
2/9/2013 16:00,8,3.482,7,65
2/9/2013 16:15,8,2.807,7,66
2/9/2013 16:30,8,2.065,7,67
2/9/2013 16:45,8,1.396,7,68
2/9/2013 17:00,6.4,0.691,7,69
2/9/2013 17:15,8,0.161,7,70
2/9/2013 17:30,9.6,0.048,7,71
2/9/2013 17:45,9.6,0.001,7,72
2/9/2013 18:00,8,0,7,73
2/9/2013 18:15,9.6,0,7,74
2/9/2013 18:30,12.8,0,7,75
2/9/2013 18:45,12.8,0,7,76
2/9/2013 19:00,9.6,0,7,77
2/9/2013 19:15,9.6,0,7,78
2/9/2013 19:30,9.6,0,7,79
2/9/2013 19:45,9.6,0,7,80
2/9/2013 20:00,9.6,0,7,81
2/9/2013 20:15,9.6,0,7,82
2/9/2013 20:30,11.2,0,7,83
2/9/2013 20:45,8,0,7,84
2/9/2013 21:00,9.6,0,7,85
2/9/2013 21:15,8,0,7,86
2/9/2013 21:30,9.6,0,7,87
2/9/2013 21:45,9.6,0,7,88
2/9/2013 22:00,8,0,7,89
2/9/2013 22:15,9.6,0,7,90
2/9/2013 22:30,9.6,0,7,91
2/9/2013 22:45,8,0,7,92
2/9/2013 23:00,9.6,0,7,93
2/9/2013 23:15,8,0,7,94
2/9/2013 23:30,9.6,0,7,95
2/9/2013 23:45,9.6,0,7,96
2/10/2013 0:00,6.4,0,1,1
2/10/2013 0:15,9.6,0,1,2
2/10/2013 0:30,8,0,1,3
2/10/2013 0:45,8,0,1,4
2/10/2013 1:00,8,0,1,5
2/10/2013 1:15,8,0,1,6
2/10/2013 1:30,6.4,0,1,7
2/10/2013 1:45,8,0,1,8
2/10/2013 2:00,8,0,1,9
2/10/2013 2:15,8,0,1,10
2/10/2013 2:30,9.6,0,1,11
2/10/2013 2:45,8,0,1,12
2/10/2013 3:00,8,0,1,13
2/10/2013 3:15,8,0,1,14
2/10/2013 3:30,8,0,1,15
2/10/2013 3:45,8,0,1,16
2/10/2013 4:00,8,0,1,17
2/10/2013 4:15,8,0,1,18
2/10/2013 4:30,8,0,1,19
2/10/2013 4:45,8,0,1,20
2/10/2013 5:00,8,0,1,21
2/10/2013 5:15,8,0,1,22
2/10/2013 5:30,8,0,1,23
2/10/2013 5:45,8,0,1,24
2/10/2013 6:00,9.6,0,1,25
2/10/2013 6:15,8,0,1,26
2/10/2013 6:30,9.6,0.015,1,27
2/10/2013 6:45,9.6,0.035,1,28
2/10/2013 7:00,9.6,0.096,1,29
2/10/2013 7:15,9.6,0.245,1,30
2/10/2013 7:30,8,0.456,1,31
2/10/2013 7:45,9.6,0.629,1,32
2/10/2013 8:00,4.8,0.954,1,33
2/10/2013 8:15,4.8,1.378,1,34
2/10/2013 8:30,4.8,2.522,1,35
2/10/2013 8:45,3.2,2.979,1,36
2/10/2013 9:00,4.8,3.371,1,37
2/10/2013 9:15,4.8,3.436,1,38
2/10/2013 9:30,4.8,4.162,1,39
2/10/2013 9:45,4.8,4.325,1,40
2/10/2013 10:00,3.2,5.124,1,41
2/10/2013 10:15,4.8,8.358,1,42
2/10/2013 10:30,4.8,9.086,1,43
2/10/2013 10:45,3.2,8.762,1,44
2/10/2013 11:00,4.8,8.521,1,45
2/10/2013 11:15,4.8,11.416,1,46
2/10/2013 11:30,3.2,5.331,1,47
2/10/2013 11:45,4.8,2.786,1,48
2/10/2013 12:00,4.8,3.207,1,49
2/10/2013 12:15,3.2,5.16,1,50
2/10/2013 12:30,4.8,9.394,1,51
2/10/2013 12:45,4.8,6.145,1,52
2/10/2013 13:00,3.2,9.068,1,53
2/10/2013 13:15,4.8,4.292,1,54
2/10/2013 13:30,4.8,8.526,1,55
2/10/2013 13:45,4.8,5.89,1,56
2/10/2013 14:00,3.2,7.202,1,57
2/10/2013 14:15,4.8,8.228,1,58
2/10/2013 14:30,4.8,7.335,1,59
2/10/2013 14:45,3.2,6.623,1,60
2/10/2013 15:00,4.8,6.017,1,61
2/10/2013 15:15,4.8,5.524,1,62
2/10/2013 15:30,3.2,5.051,1,63
2/10/2013 15:45,4.8,4.098,1,64
2/10/2013 16:00,4.8,3.425,1,65
2/10/2013 16:15,4.8,2.892,1,66
2/10/2013 16:30,4.8,2.043,1,67
2/10/2013 16:45,4.8,1.296,1,68
2/10/2013 17:00,4.8,0.728,1,69
2/10/2013 17:15,8,0.201,1,70
2/10/2013 17:30,9.6,0.026,1,71
2/10/2013 17:45,8,0,1,72
2/10/2013 18:00,9.6,0,1,73
2/10/2013 18:15,9.6,0,1,74
2/10/2013 18:30,8,0,1,75
2/10/2013 18:45,9.6,0,1,76
2/10/2013 19:00,9.6,0,1,77
2/10/2013 19:15,8,0,1,78
2/10/2013 19:30,9.6,0,1,79
2/10/2013 19:45,8,0,1,80
2/10/2013 20:00,9.6,0,1,81
2/10/2013 20:15,9.6,0,1,82
2/10/2013 20:30,8,0,1,83
2/10/2013 20:45,9.6,0,1,84
2/10/2013 21:00,9.6,0,1,85
2/10/2013 21:15,8,0,1,86
2/10/2013 21:30,9.6,0,1,87
2/10/2013 21:45,9.6,0,1,88
2/10/2013 22:00,8,0,1,89
2/10/2013 22:15,9.6,0,1,90
2/10/2013 22:30,9.6,0,1,91
2/10/2013 22:45,8,0,1,92
2/10/2013 23:00,9.6,0,1,93
2/10/2013 23:15,9.6,0,1,94
2/10/2013 23:30,9.6,0,1,95
2/10/2013 23:45,8,0,1,96
2/11/2013 0:00,8,0,2,1
2/11/2013 0:15,8,0,2,2
2/11/2013 0:30,8,0,2,3
2/11/2013 0:45,8,0,2,4
2/11/2013 1:00,8,0,2,5
2/11/2013 1:15,8,0,2,6
2/11/2013 1:30,8,0,2,7
2/11/2013 1:45,8,0,2,8
2/11/2013 2:00,8,0,2,9
2/11/2013 2:15,8,0,2,10
2/11/2013 2:30,8,0,2,11
2/11/2013 2:45,8,0,2,12
2/11/2013 3:00,8,0,2,13
2/11/2013 3:15,8,0,2,14
2/11/2013 3:30,8,0,2,15
2/11/2013 3:45,8,0,2,16
2/11/2013 4:00,9.6,0,2,17
2/11/2013 4:15,8,0,2,18
2/11/2013 4:30,8,0,2,19
2/11/2013 4:45,8,0,2,20
2/11/2013 5:00,8,0,2,21
2/11/2013 5:15,8,0,2,22
2/11/2013 5:30,9.6,0,2,23
2/11/2013 5:45,9.6,0,2,24
2/11/2013 6:00,9.6,0,2,25
2/11/2013 6:15,9.6,0,2,26
2/11/2013 6:30,9.6,0.032,2,27
2/11/2013 6:45,9.6,0.102,2,28
2/11/2013 7:00,9.6,0.544,2,29
2/11/2013 7:15,6.4,1.188,2,30
2/11/2013 7:30,4.8,1.836,2,31
2/11/2013 7:45,4.8,2.537,2,32
2/11/2013 8:00,6.4,3.225,2,33
2/11/2013 8:15,4.8,3.921,2,34
2/11/2013 8:30,6.4,4.583,2,35
2/11/2013 8:45,8,5.239,2,36
2/11/2013 9:00,8,5.847,2,37
2/11/2013 9:15,8,6.434,2,38
2/11/2013 9:30,8,6.933,2,39
2/11/2013 9:45,8,7.391,2,40
2/11/2013 10:00,8,7.908,2,41
2/11/2013 10:15,8,8.319,2,42
2/11/2013 10:30,8,8.668,2,43
2/11/2013 10:45,8,8.989,2,44
2/11/2013 11:00,8,9.178,2,45
2/11/2013 11:15,8,9.308,2,46
2/11/2013 11:30,9.6,9.343,2,47
2/11/2013 11:45,8,9.566,2,48
2/11/2013 12:00,8,9.538,2,49
2/11/2013 12:15,8,9.683,2,50
2/11/2013 12:30,8,9.525,2,51
2/11/2013 12:45,9.6,9.391,2,52
2/11/2013 13:00,8,9.19,2,53
2/11/2013 13:15,8,9.071,2,54
2/11/2013 13:30,8,8.771,2,55
2/11/2013 13:45,8,8.451,2,56
2/11/2013 14:00,8,8.062,2,57
2/11/2013 14:15,8,7.6,2,58
2/11/2013 14:30,8,7.196,2,59
2/11/2013 14:45,8,6.689,2,60
2/11/2013 15:00,9.6,6.152,2,61
2/11/2013 15:15,8,5.565,2,62
2/11/2013 15:30,8,4.952,2,63
2/11/2013 15:45,9.6,4.295,2,64
2/11/2013 16:00,8,3.586,2,65
2/11/2013 16:15,8,2.912,2,66
2/11/2013 16:30,9.6,2.205,2,67
2/11/2013 16:45,8,1.523,2,68
2/11/2013 17:00,9.6,0.796,2,69
2/11/2013 17:15,12.8,0.211,2,70
2/11/2013 17:30,14.4,0.046,2,71
2/11/2013 17:45,11.2,0.004,2,72
2/11/2013 18:00,12.8,0,2,73
2/11/2013 18:15,12.8,0,2,74
2/11/2013 18:30,12.8,0,2,75
2/11/2013 18:45,12.8,0,2,76
2/11/2013 19:00,9.6,0,2,77
2/11/2013 19:15,9.6,0,2,78
2/11/2013 19:30,9.6,0,2,79
2/11/2013 19:45,9.6,0,2,80
2/11/2013 20:00,8,0,2,81
2/11/2013 20:15,9.6,0,2,82
2/11/2013 20:30,9.6,0,2,83
2/11/2013 20:45,8,0,2,84
2/11/2013 21:00,9.6,0,2,85
2/11/2013 21:15,9.6,0,2,86
2/11/2013 21:30,9.6,0,2,87
2/11/2013 21:45,12.8,0,2,88
2/11/2013 22:00,11.2,0,2,89
2/11/2013 22:15,12.8,0,2,90
2/11/2013 22:30,11.2,0,2,91
2/11/2013 22:45,9.6,0,2,92
2/11/2013 23:00,9.6,0,2,93
2/11/2013 23:15,9.6,0,2,94
2/11/2013 23:30,9.6,0,2,95
2/11/2013 23:45,9.6,0,2,96
2/12/2013 0:00,8,0,3,1
2/12/2013 0:15,8,0,3,2
2/12/2013 0:30,8,0,3,3
2/12/2013 0:45,8,0,3,4
2/12/2013 1:00,6.4,0,3,5
2/12/2013 1:15,8,0,3,6
2/12/2013 1:30,8,0,3,7
2/12/2013 1:45,8,0,3,8
2/12/2013 2:00,8,0,3,9
2/12/2013 2:15,8,0,3,10
2/12/2013 2:30,8,0,3,11
2/12/2013 2:45,8,0,3,12
2/12/2013 3:00,8,0,3,13
2/12/2013 3:15,8,0,3,14
2/12/2013 3:30,8,0,3,15
2/12/2013 3:45,8,0,3,16
2/12/2013 4:00,9.6,0,3,17
2/12/2013 4:15,8,0,3,18
2/12/2013 4:30,8,0,3,19
2/12/2013 4:45,8,0,3,20
2/12/2013 5:00,8,0,3,21
2/12/2013 5:15,9.6,0,3,22
2/12/2013 5:30,8,0,3,23
2/12/2013 5:45,8,0,3,24
2/12/2013 6:00,9.6,0,3,25
2/12/2013 6:15,9.6,0.001,3,26
2/12/2013 6:30,9.6,0.042,3,27
2/12/2013 6:45,9.6,0.12,3,28
2/12/2013 7:00,9.6,0.62,3,29
2/12/2013 7:15,6.4,1.276,3,30
2/12/2013 7:30,4.8,1.922,3,31
2/12/2013 7:45,4.8,2.617,3,32
2/12/2013 8:00,6.4,3.297,3,33
2/12/2013 8:15,6.4,3.973,3,34
2/12/2013 8:30,4.8,4.649,3,35
2/12/2013 8:45,6.4,5.297,3,36
2/12/2013 9:00,8,5.896,3,37
2/12/2013 9:15,8,6.481,3,38
2/12/2013 9:30,8,7.044,3,39
2/12/2013 9:45,8,7.575,3,40
2/12/2013 10:00,8,8.048,3,41
2/12/2013 10:15,8,8.409,3,42
2/12/2013 10:30,8,8.804,3,43
2/12/2013 10:45,9.6,9.172,3,44
2/12/2013 11:00,8,9.437,3,45
2/12/2013 11:15,8,9.646,3,46
2/12/2013 11:30,8,9.74,3,47
2/12/2013 11:45,8,9.747,3,48
2/12/2013 12:00,8,9.92,3,49
2/12/2013 12:15,8,9.901,3,50
2/12/2013 12:30,8,9.833,3,51
