,Year,Month,Median_Temp_Difference
1043,1936,12,-0.013999999999999999
1044,1937,01,-0.134
1045,1937,02,0.039
1046,1937,03,-0.27899999999999997
1047,1937,04,-0.135
1048,1937,05,-0.083
1049,1937,06,-0.006
1050,1937,07,0.055
1051,1937,08,0.085
1052,1937,09,0.115
1053,1937,10,0.12
1054,1937,11,0.002
1055,1937,12,-0.113
1056,1938,01,0.013000000000000001
1057,1938,02,0.017
1058,1938,03,0.057
1059,1938,04,0.077
1060,1938,05,-0.092
1061,1938,06,-0.059000000000000004
1062,1938,07,-0.044000000000000004
1063,1938,08,0.015
1064,1938,09,0.055999999999999994
1065,1938,10,0.141
1066,1938,11,0.021
1067,1938,12,-0.29600000000000004
1068,1939,01,-0.068
1069,1939,02,-0.045
1070,1939,03,-0.271
1071,1939,04,-0.106
1072,1939,05,-0.031
1073,1939,06,0.062
1074,1939,07,0.047
1075,1939,08,0.036000000000000004
1076,1939,09,-0.081
1077,1939,10,-0.278
1078,1939,11,-0.129
1079,1939,12,0.22899999999999998
1080,1940,01,-0.192
1081,1940,02,-0.043
1082,1940,03,-0.11900000000000001
1083,1940,04,0.047
1084,1940,05,0.019
1085,1940,06,0.034
1086,1940,07,0.145
1087,1940,08,0.043
1088,1940,09,0.122
1089,1940,10,0.011000000000000001
1090,1940,11,-0.067
1091,1940,12,0.161
1092,1941,01,-0.092
1093,1941,02,-0.017
1094,1941,03,-0.136
1095,1941,04,0.019
1096,1941,05,-0.022000000000000002
1097,1941,06,0.11900000000000001
1098,1941,07,0.122
1099,1941,08,0.024
1100,1941,09,-0.135
1101,1941,10,0.21600000000000003
1102,1941,11,0.051
1103,1941,12,0.095
1104,1942,01,0.20600000000000002
1105,1942,02,-0.08800000000000001
1106,1942,03,-0.09
1107,1942,04,-0.065
1108,1942,05,-0.019
1109,1942,06,0.034
1110,1942,07,-0.081
1111,1942,08,-0.067
1112,1942,09,0.002
1113,1942,10,-0.084
1114,1942,11,-0.066
1115,1942,12,0.0
1116,1943,01,-0.214
1117,1943,02,0.068
1118,1943,03,-0.204
1119,1943,04,-0.003
1120,1943,05,-0.018000000000000002
1121,1943,06,-0.096
1122,1943,07,0.003
1123,1943,08,-0.009000000000000001
1124,1943,09,-0.025
1125,1943,10,0.22899999999999998
1126,1943,11,0.013999999999999999
1127,1943,12,0.191
1128,1944,01,0.281
1129,1944,02,0.125
1130,1944,03,0.135
1131,1944,04,0.046
1132,1944,05,0.057
1133,1944,06,0.152
1134,1944,07,0.22
1135,1944,08,0.23600000000000002
1136,1944,09,0.293
1137,1944,10,0.209
1138,1944,11,0.006999999999999999
1139,1944,12,-0.034
1140,1945,01,-0.01
1141,1945,02,-0.10300000000000001
1142,1945,03,-0.048
1143,1945,04,0.168
1144,1945,05,-0.10800000000000001
1145,1945,06,-0.003
1146,1945,07,-0.084
1147,1945,08,0.364
1148,1945,09,0.161
1149,1945,10,0.17300000000000001
1150,1945,11,-0.012
1151,1945,12,-0.20199999999999999
1152,1946,01,0.096
1153,1946,02,0.039
1154,1946,03,-0.062
1155,1946,04,0.139
1156,1946,05,-0.11
1157,1946,06,-0.255
1158,1946,07,-0.043
1159,1946,08,-0.147
1160,1946,09,-0.015
1161,1946,10,-0.052000000000000005
1162,1946,11,-0.094
1163,1946,12,-0.361
1164,1947,01,-0.113
1165,1947,02,-0.174
1166,1947,03,-0.064
1167,1947,04,0.08900000000000001
1168,1947,05,-0.057
1169,1947,06,0.004
1170,1947,07,-0.003
1171,1947,08,-0.04
1172,1947,09,-0.068
1173,1947,10,0.068
1174,1947,11,0.047
1175,1947,12,-0.175
1176,1948,01,0.08900000000000001
1177,1948,02,-0.12300000000000001
1178,1948,03,-0.17800000000000002
1179,1948,04,-0.045
1180,1948,05,0.10099999999999999
1181,1948,06,0.069
1182,1948,07,-0.10400000000000001
1183,1948,08,-0.003
1184,1948,09,-0.055999999999999994
1185,1948,10,0.022000000000000002
1186,1948,11,-0.059000000000000004
1187,1948,12,-0.198
1188,1949,01,0.149
1189,1949,02,-0.14400000000000002
1190,1949,03,-0.175
1191,1949,04,0.004
1192,1949,05,-0.053
1193,1949,06,-0.184
1194,1949,07,-0.099
1195,1949,08,-0.042
1196,1949,09,-0.079
1197,1949,10,-0.034
1198,1949,11,-0.081
1199,1949,12,-0.19
1200,1950,01,-0.318
1201,1950,02,-0.25
1202,1950,03,-0.18100000000000002
1203,1950,04,-0.17300000000000001
1204,1950,05,-0.094
1205,1950,06,-0.076
1206,1950,07,-0.044000000000000004
1207,1950,08,-0.12
1208,1950,09,-0.106
1209,1950,10,-0.129
1210,1950,11,-0.391
1211,1950,12,-0.25
1212,1951,01,-0.354
1213,1951,02,-0.461
1214,1951,03,-0.293
1215,1951,04,-0.10800000000000001
1216,1951,05,-0.015
1217,1951,06,0.033
1218,1951,07,0.040999999999999995
1219,1951,08,0.135
1220,1951,09,0.091
1221,1951,10,0.135
1222,1951,11,-0.035
1223,1951,12,0.18
1224,1952,01,0.184
1225,1952,02,0.13
1226,1952,03,-0.131
1227,1952,04,0.053
1228,1952,05,0.036000000000000004
1229,1952,06,0.039
1230,1952,07,0.1
1231,1952,08,0.09300000000000001
1232,1952,09,0.1
1233,1952,10,-0.006999999999999999
1234,1952,11,-0.18600000000000003
1235,1952,12,-0.062
1236,1953,01,0.064
1237,1953,02,0.147
1238,1953,03,0.126
1239,1953,04,0.191
1240,1953,05,0.138
1241,1953,06,0.16699999999999998
1242,1953,07,0.048
1243,1953,08,0.099
1244,1953,09,0.077
1245,1953,10,0.073
1246,1953,11,-0.067
1247,1953,12,0.091
1248,1954,01,-0.237
1249,1954,02,-0.086
1250,1954,03,-0.153
1251,1954,04,-0.145
1252,1954,05,-0.205
1253,1954,06,-0.126
1254,1954,07,-0.19899999999999998
1255,1954,08,-0.09300000000000001
1256,1954,09,-0.086
1257,1954,10,-0.03
1258,1954,11,0.022000000000000002
1259,1954,12,-0.23199999999999998
1260,1955,01,0.124
1261,1955,02,-0.168
1262,1955,03,-0.405
1263,1955,04,-0.24600000000000002
1264,1955,05,-0.23199999999999998
1265,1955,06,-0.163
1266,1955,07,-0.19899999999999998
1267,1955,08,-0.062
1268,1955,09,-0.114
1269,1955,10,-0.166
1270,1955,11,-0.316
1271,1955,12,-0.337
1272,1956,01,-0.247
1273,1956,02,-0.34600000000000003
1274,1956,03,-0.315
1275,1956,04,-0.335
1276,1956,05,-0.28
1277,1956,06,-0.23
1278,1956,07,-0.20600000000000002
1279,1956,08,-0.25
1280,1956,09,-0.28300000000000003
1281,1956,10,-0.233
1282,1956,11,-0.262
1283,1956,12,-0.209
1284,1957,01,-0.16699999999999998
1285,1957,02,-0.131
1286,1957,03,-0.188
1287,1957,04,-0.064
1288,1957,05,0.049
1289,1957,06,0.08199999999999999
1290,1957,07,0.0
1291,1957,08,0.09300000000000001
1292,1957,09,0.037000000000000005
1293,1957,10,-0.015
1294,1957,11,0.055
1295,1957,12,0.151
1296,1958,01,0.267
1297,1958,02,0.184
1298,1958,03,0.001
1299,1958,04,0.035
1300,1958,05,0.032
1301,1958,06,-0.015
1302,1958,07,0.040999999999999995
1303,1958,08,0.004
1304,1958,09,-0.053
1305,1958,10,0.013999999999999999
1306,1958,11,0.011000000000000001
1307,1958,12,0.03
1308,1959,01,0.087
1309,1959,02,0.033
1310,1959,03,0.079
1311,1959,04,0.046
1312,1959,05,-0.01
1313,1959,06,0.062
1314,1959,07,0.03
1315,1959,08,0.047
1316,1959,09,0.040999999999999995
1317,1959,10,-0.034
1318,1959,11,-0.111
1319,1959,12,-0.069
1320,1960,01,-0.032
1321,1960,02,0.10400000000000001
1322,1960,03,-0.314
1323,1960,04,-0.17600000000000002
1324,1960,05,-0.156
1325,1960,06,-0.03
1326,1960,07,-0.027999999999999997
1327,1960,08,0.008
1328,1960,09,0.064
1329,1960,10,-0.027000000000000003
1330,1960,11,-0.149
1331,1960,12,0.146
1332,1961,01,0.045
1333,1961,02,0.177
1334,1961,03,0.09300000000000001
1335,1961,04,0.096
1336,1961,05,0.092
1337,1961,06,0.111
1338,1961,07,0.019
1339,1961,08,0.033
1340,1961,09,-0.028999999999999998
1341,1961,10,-0.033
1342,1961,11,-0.018000000000000002
1343,1961,12,-0.11699999999999999
1344,1962,01,0.053
1345,1962,02,0.135
1346,1962,03,0.027999999999999997
1347,1962,04,0.024
1348,1962,05,-0.047
1349,1962,06,-0.052000000000000005
1350,1962,07,0.018000000000000002
1351,1962,08,-0.005
1352,1962,09,-0.017
1353,1962,10,0.042
1354,1962,11,0.01
1355,1962,12,-0.012
1356,1963,01,-0.045
1357,1963,02,0.14800000000000002
1358,1963,03,-0.147
1359,1963,04,-0.069
1360,1963,05,-0.022000000000000002
1361,1963,06,-0.033
1362,1963,07,0.111
1363,1963,08,0.126
1364,1963,09,0.127
1365,1963,10,0.225
1366,1963,11,0.16399999999999998
1367,1963,12,-0.006
1368,1964,01,-0.053
1369,1964,02,-0.127
1370,1964,03,-0.278
1371,1964,04,-0.24600000000000002
1372,1964,05,-0.177
1373,1964,06,-0.161
1374,1964,07,-0.172
1375,1964,08,-0.256
1376,1964,09,-0.282
1377,1964,10,-0.267
1378,1964,11,-0.295
1379,1964,12,-0.353
1380,1965,01,-0.106
1381,1965,02,-0.249
1382,1965,03,-0.218
1383,1965,04,-0.255
1384,1965,05,-0.162
1385,1965,06,-0.11
1386,1965,07,-0.183
1387,1965,08,-0.106
1388,1965,09,-0.08800000000000001
1389,1965,10,-0.024
1390,1965,11,-0.13
1391,1965,12,-0.065
1392,1966,01,-0.094
1393,1966,02,-0.09300000000000001
1394,1966,03,-0.067
1395,1966,04,-0.105
1396,1966,05,-0.138
1397,1966,06,0.038
1398,1966,07,0.03
1399,1966,08,-0.017
1400,1966,09,-0.038
1401,1966,10,-0.10400000000000001
1402,1966,11,-0.095
1403,1966,12,-0.14
1404,1967,01,-0.172
1405,1967,02,-0.237
1406,1967,03,-0.05
1407,1967,04,-0.063
1408,1967,05,0.076
1409,1967,06,-0.081
1410,1967,07,-0.063
1411,1967,08,-0.061
1412,1967,09,-0.09300000000000001
1413,1967,10,0.062
1414,1967,11,-0.059000000000000004
1415,1967,12,-0.147
1416,1968,01,-0.24100000000000002
1417,1968,02,-0.212
1418,1968,03,0.036000000000000004
1419,1968,04,-0.16899999999999998
1420,1968,05,-0.218
1421,1968,06,-0.107
1422,1968,07,-0.102
1423,1968,08,-0.059000000000000004
1424,1968,09,-0.086
1425,1968,10,-0.021
1426,1968,11,-0.071
1427,1968,12,-0.11
1428,1969,01,-0.172
1429,1969,02,-0.168
1430,1969,03,-0.005
1431,1969,04,0.106
1432,1969,05,0.132
1433,1969,06,0.025
1434,1969,07,0.038
1435,1969,08,0.054000000000000006
1436,1969,09,0.019
1437,1969,10,0.031
1438,1969,11,0.131
1439,1969,12,0.19399999999999998
1440,1970,01,0.07
1441,1970,02,0.14400000000000002
1442,1970,03,-0.069
1443,1970,04,0.055999999999999994
1444,1970,05,-0.036000000000000004
1445,1970,06,-0.015
1446,1970,07,-0.05
1447,1970,08,-0.09300000000000001
1448,1970,09,-0.04
1449,1970,10,-0.075
1450,1970,11,-0.05
1451,1970,12,-0.166
1452,1971,01,-0.102
1453,1971,02,-0.289
1454,1971,03,-0.282
1455,1971,04,-0.237
1456,1971,05,-0.214
1457,1971,06,-0.235
1458,1971,07,-0.13
1459,1971,08,-0.168
1460,1971,09,-0.124
1461,1971,10,-0.165
1462,1971,11,-0.086
1463,1971,12,-0.19899999999999998
1464,1972,01,-0.379
1465,1972,02,-0.29100000000000004
1466,1972,03,-0.132
1467,1972,04,-0.077
1468,1972,05,-0.065
1469,1972,06,0.008
1470,1972,07,-0.017
1471,1972,08,0.016
1472,1972,09,-0.053
1473,1972,10,0.006999999999999999
1474,1972,11,0.002
1475,1972,12,0.187
1476,1973,01,0.147
1477,1973,02,0.278
1478,1973,03,0.226
1479,1973,04,0.162
1480,1973,05,0.085
1481,1973,06,0.11
1482,1973,07,0.026000000000000002
1483,1973,08,0.017
1484,1973,09,-0.042
1485,1973,10,-0.047
1486,1973,11,-0.099
1487,1973,12,-0.113
1488,1974,01,-0.37200000000000005
1489,1974,02,-0.41
1490,1974,03,-0.22899999999999998
1491,1974,04,-0.18
1492,1974,05,-0.196
1493,1974,06,-0.153
1494,1974,07,-0.127
1495,1974,08,-0.083
1496,1974,09,-0.129
1497,1974,10,-0.22
1498,1974,11,-0.217
1499,1974,12,-0.242
1500,1975,01,-0.075
1501,1975,02,-0.09300000000000001
1502,1975,03,-0.077
1503,1975,04,-0.09
1504,1975,05,-0.086
1505,1975,06,-0.086
1506,1975,07,-0.11
1507,1975,08,-0.18
1508,1975,09,-0.126
1509,1975,10,-0.23399999999999999
1510,1975,11,-0.319
1511,1975,12,-0.309
1512,1976,01,-0.233
1513,1976,02,-0.32899999999999996
1514,1976,03,-0.445
1515,1976,04,-0.195
1516,1976,05,-0.317
1517,1976,06,-0.25
1518,1976,07,-0.182
1519,1976,08,-0.20199999999999999
1520,1976,09,-0.162
1521,1976,10,-0.316
1522,1976,11,-0.18
1523,1976,12,-0.087
1524,1977,01,-0.07400000000000001
1525,1977,02,0.077
1526,1977,03,0.102
1527,1977,04,0.094
1528,1977,05,0.07200000000000001
1529,1977,06,0.11199999999999999
1530,1977,07,0.065
1531,1977,08,-0.001
1532,1977,09,0.033
1533,1977,10,-0.005
1534,1977,11,0.141
1535,1977,12,-0.051
1536,1978,01,0.017
1537,1978,02,-0.035
1538,1978,03,0.027999999999999997
1539,1978,04,-0.061
1540,1978,05,-0.085
1541,1978,06,-0.135
1542,1978,07,-0.066
1543,1978,08,-0.185
1544,1978,09,-0.054000000000000006
1545,1978,10,-0.11199999999999999
1546,1978,11,0.046
1547,1978,12,-0.098
1548,1979,01,-0.028999999999999998
1549,1979,02,-0.138
1550,1979,03,0.016
1551,1979,04,-0.05
1552,1979,05,-0.033
1553,1979,06,0.057999999999999996
1554,1979,07,0.054000000000000006
1555,1979,08,0.083
1556,1979,09,0.092
1557,1979,10,0.135
1558,1979,11,0.146
1559,1979,12,0.355
1560,1980,01,0.134
1561,1980,02,0.217
1562,1980,03,0.069
1563,1980,04,0.14400000000000002
1564,1980,05,0.142
1565,1980,06,0.07
1566,1980,07,0.061
1567,1980,08,0.038
1568,1980,09,0.039
1569,1980,10,0.011000000000000001
1570,1980,11,0.129
1571,1980,12,0.055
1572,1981,01,0.32899999999999996
1573,1981,02,0.19699999999999998
1574,1981,03,0.20800000000000002
1575,1981,04,0.131
1576,1981,05,0.066
1577,1981,06,0.125
1578,1981,07,0.08900000000000001
1579,1981,08,0.121
1580,1981,09,0.07200000000000001
1581,1981,10,0.004
1582,1981,11,0.07200000000000001
1583,1981,12,0.265
1584,1982,01,-0.045
1585,1982,02,0.006
1586,1982,03,-0.129
1587,1982,04,0.028999999999999998
1588,1982,05,0.04
1589,1982,06,-0.055
1590,1982,07,-0.016
1591,1982,08,-0.009000000000000001
1592,1982,09,0.075
1593,1982,10,0.006
1594,1982,11,-0.009000000000000001
1595,1982,12,0.25
1596,1983,01,0.428
1597,1983,02,0.313
1598,1983,03,0.213
1599,1983,04,0.12
1600,1983,05,0.13699999999999998
1601,1983,06,0.134
1602,1983,07,0.152
1603,1983,08,0.2
1604,1983,09,0.188
1605,1983,10,0.099
1606,1983,11,0.256
1607,1983,12,0.08900000000000001
1608,1984,01,0.11800000000000001
1609,1984,02,0.013000000000000001
1610,1984,03,0.049
1611,1984,04,-0.046
1612,1984,05,0.092
1613,1984,06,-0.015
1614,1984,07,-0.037000000000000005
1615,1984,08,0.040999999999999995
1616,1984,09,0.033
1617,1984,10,-0.022000000000000002
1618,1984,11,-0.121
1619,1984,12,-0.27399999999999997
1620,1985,01,0.011000000000000001
1621,1985,02,-0.133
1622,1985,03,-0.026000000000000002
1623,1985,04,-0.04
1624,1985,05,-0.003
1625,1985,06,-0.061
1626,1985,07,-0.06
1627,1985,08,0.026000000000000002
1628,1985,09,-0.032
1629,1985,10,0.018000000000000002
1630,1985,11,-0.07200000000000001
1631,1985,12,0.013999999999999999
1632,1986,01,0.124
1633,1986,02,0.09
1634,1986,03,0.075
1635,1986,04,0.078
1636,1986,05,0.045
1637,1986,06,0.049
1638,1986,07,-0.002
1639,1986,08,0.002
1640,1986,09,0.011000000000000001
1641,1986,10,0.066
1642,1986,11,-0.006999999999999999
1643,1986,12,0.01
1644,1987,01,0.11199999999999999
1645,1987,02,0.302
1646,1987,03,0.022000000000000002
1647,1987,04,0.095
1648,1987,05,0.14800000000000002
1649,1987,06,0.127
1650,1987,07,0.26899999999999996
1651,1987,08,0.237
1652,1987,09,0.27399999999999997
1653,1987,10,0.204
1654,1987,11,0.19699999999999998
1655,1987,12,0.322
1656,1988,01,0.38799999999999996
1657,1988,02,0.233
1658,1988,03,0.262
1659,1988,04,0.225
1660,1988,05,0.21100000000000002
1661,1988,06,0.221
1662,1988,07,0.17300000000000001
1663,1988,08,0.17600000000000002
1664,1988,09,0.183
1665,1988,10,0.139
1666,1988,11,0.027000000000000003
1667,1988,12,0.146
1668,1989,01,0.012
1669,1989,02,0.149
1670,1989,03,0.136
1671,1989,04,0.081
1672,1989,05,0.079
1673,1989,06,0.07400000000000001
1674,1989,07,0.156
1675,1989,08,0.177
1676,1989,09,0.142
1677,1989,10,0.151
1678,1989,11,0.06
1679,1989,12,0.201
1680,1990,01,0.217
1681,1990,02,0.307
1682,1990,03,0.562
1683,1990,04,0.366
1684,1990,05,0.278
1685,1990,06,0.27699999999999997
1686,1990,07,0.231
1687,1990,08,0.25
1688,1990,09,0.17800000000000002
1689,1990,10,0.332
1690,1990,11,0.318
1691,1990,12,0.248
1692,1991,01,0.28800000000000003
1693,1991,02,0.298
1694,1991,03,0.198
1695,1991,04,0.38299999999999995
1696,1991,05,0.303
1697,1991,06,0.306
1698,1991,07,0.307
1699,1991,08,0.258
1700,1991,09,0.243
1701,1991,10,0.191
1702,1991,11,0.16
1703,1991,12,0.12
1704,1992,01,0.36700000000000005
1705,1992,02,0.319
1706,1992,03,0.258
1707,1992,04,0.13699999999999998
1708,1992,05,0.17300000000000001
1709,1992,06,0.13
1710,1992,07,-0.016
1711,1992,08,0.006999999999999999
1712,1992,09,-0.064
1713,1992,10,-0.048
1714,1992,11,-0.084
1715,1992,12,0.08199999999999999
1716,1993,01,0.307
1717,1993,02,0.253
1718,1993,03,0.239
1719,1993,04,0.131
1720,1993,05,0.17800000000000002
1721,1993,06,0.179
1722,1993,07,0.131
1723,1993,08,0.09699999999999999
1724,1993,09,0.07
1725,1993,10,0.109
1726,1993,11,-0.036000000000000004
1727,1993,12,0.129
1728,1994,01,0.182
1729,1994,02,-0.048
1730,1994,03,0.222
1731,1994,04,0.21
1732,1994,05,0.268
1733,1994,06,0.262
1734,1994,07,0.17
1735,1994,08,0.18600000000000003
1736,1994,09,0.19
1737,1994,10,0.311
1738,1994,11,0.314
1739,1994,12,0.24600000000000002
1740,1995,01,0.42100000000000004
1741,1995,02,0.601
1742,1995,03,0.322
1743,1995,04,0.285
1744,1995,05,0.218
1745,1995,06,0.312
1746,1995,07,0.331
1747,1995,08,0.35700000000000004
1748,1995,09,0.263
1749,1995,10,0.336
1750,1995,11,0.324
1751,1995,12,0.132
1752,1996,01,0.11599999999999999
1753,1996,02,0.32299999999999995
1754,1996,03,0.18600000000000003
1755,1996,04,0.13
1756,1996,05,0.22399999999999998
1757,1996,06,0.168
1758,1996,07,0.221
1759,1996,08,0.207
1760,1996,09,0.10400000000000001
1761,1996,10,0.132
1762,1996,11,0.146
1763,1996,12,0.23199999999999998
1764,1997,01,0.21100000000000002
1765,1997,02,0.313
1766,1997,03,0.344
1767,1997,04,0.266
1768,1997,05,0.28600000000000003
1769,1997,06,0.41100000000000003
1770,1997,07,0.373
1771,1997,08,0.44
1772,1997,09,0.479
1773,1997,10,0.5579999999999999
1774,1997,11,0.501
1775,1997,12,0.503
1776,1998,01,0.489
1777,1998,02,0.763
1778,1998,03,0.5489999999999999
1779,1998,04,0.65
1780,1998,05,0.5820000000000001
1781,1998,06,0.591
1782,1998,07,0.6729999999999999
1783,1998,08,0.605
1784,1998,09,0.4
1785,1998,10,0.40700000000000003
1786,1998,11,0.298
1787,1998,12,0.47200000000000003
1788,1999,01,0.34700000000000003
1789,1999,02,0.583
1790,1999,03,0.226
1791,1999,04,0.324
1792,1999,05,0.245
1793,1999,06,0.273
1794,1999,07,0.28800000000000003
1795,1999,08,0.228
1796,1999,09,0.305
1797,1999,10,0.253
1798,1999,11,0.24100000000000002
1799,1999,12,0.37
1800,2000,01,0.22399999999999998
1801,2000,02,0.449
1802,2000,03,0.382
1803,2000,04,0.479
1804,2000,05,0.27899999999999997
1805,2000,06,0.27
1806,2000,07,0.261
1807,2000,08,0.353
1808,2000,09,0.312
1809,2000,10,0.225
1810,2000,11,0.16
1811,2000,12,0.157
1812,2001,01,0.35700000000000004
1813,2001,02,0.319
1814,2001,03,0.51
1815,2001,04,0.462
1816,2001,05,0.418
1817,2001,06,0.419
1818,2001,07,0.46399999999999997
1819,2001,08,0.505
1820,2001,09,0.431
1821,2001,10,0.42100000000000004
1822,2001,11,0.613
1823,2001,12,0.38299999999999995
1824,2002,01,0.654
1825,2002,02,0.703
1826,2002,03,0.701
1827,2002,04,0.46
1828,2002,05,0.42700000000000005
1829,2002,06,0.47100000000000003
1830,2002,07,0.491
1831,2002,08,0.45299999999999996
1832,2002,09,0.424
1833,2002,10,0.41100000000000003
1834,2002,11,0.45
1835,2002,12,0.325
1836,2003,01,0.6
1837,2003,02,0.45899999999999996
1838,2003,03,0.45
1839,2003,04,0.43700000000000006
1840,2003,05,0.473
1841,2003,06,0.45399999999999996
1842,2003,07,0.475
1843,2003,08,0.5489999999999999
1844,2003,09,0.536
1845,2003,10,0.612
1846,2003,11,0.457
1847,2003,12,0.589
1848,2004,01,0.507
1849,2004,02,0.613
1850,2004,03,0.532
1851,2004,04,0.47700000000000004
1852,2004,05,0.311
1853,2004,06,0.322
1854,2004,07,0.359
1855,2004,08,0.39399999999999996
1856,2004,09,0.43799999999999994
1857,2004,10,0.46399999999999997
1858,2004,11,0.604
1859,2004,12,0.355
1860,2005,01,0.5489999999999999
1861,2005,02,0.396
1862,2005,03,0.565
1863,2005,04,0.611
1864,2005,05,0.518
1865,2005,06,0.552
1866,2005,07,0.547
1867,2005,08,0.5379999999999999
1868,2005,09,0.574
1869,2005,10,0.614
1870,2005,11,0.627
1871,2005,12,0.462
1872,2006,01,0.38299999999999995
1873,2006,02,0.5710000000000001
1874,2006,03,0.461
1875,2006,04,0.40700000000000003
1876,2006,05,0.405
1877,2006,06,0.518
1878,2006,07,0.486
1879,2006,08,0.535
1880,2006,09,0.503
1881,2006,10,0.569
1882,2006,11,0.54
1883,2006,12,0.691
1884,2007,01,0.828
1885,2007,02,0.5670000000000001
1886,2007,03,0.517
1887,2007,04,0.5870000000000001
1888,2007,05,0.44799999999999995
1889,2007,06,0.42
1890,2007,07,0.439
1891,2007,08,0.44
1892,2007,09,0.455
1893,2007,10,0.467
1894,2007,11,0.391
1895,2007,12,0.341
1896,2008,01,0.158
1897,2008,02,0.235
1898,2008,03,0.5589999999999999
1899,2008,04,0.327
1900,2008,05,0.34
1901,2008,06,0.365
1902,2008,07,0.451
1903,2008,08,0.43200000000000005
1904,2008,09,0.40700000000000003
1905,2008,10,0.546
1906,2008,11,0.526
1907,2008,12,0.395
1908,2009,01,0.478
1909,2009,02,0.44299999999999995
1910,2009,03,0.40399999999999997
1911,2009,04,0.511
1912,2009,05,0.441
1913,2009,06,0.546
1914,2009,07,0.536
1915,2009,08,0.586
1916,2009,09,0.5670000000000001
1917,2009,10,0.516
1918,2009,11,0.55
1919,2009,12,0.484
1920,2010,01,0.56
1921,2010,02,0.5920000000000001
1922,2010,03,0.682
1923,2010,04,0.6890000000000001
1924,2010,05,0.5920000000000001
1925,2010,06,0.585
1926,2010,07,0.615
1927,2010,08,0.539
1928,2010,09,0.44799999999999995
1929,2010,10,0.49700000000000005
1930,2010,11,0.5920000000000001
1931,2010,12,0.33399999999999996
1932,2011,01,0.315
1933,2011,02,0.324
1934,2011,03,0.42
1935,2011,04,0.491
1936,2011,05,0.39299999999999996
1937,2011,06,0.494
1938,2011,07,0.511
1939,2011,08,0.491
1940,2011,09,0.446
1941,2011,10,0.45799999999999996
1942,2011,11,0.353
1943,2011,12,0.402
1944,2012,01,0.31
1945,2012,02,0.301
1946,2012,03,0.36
1947,2012,04,0.574
1948,2012,05,0.573
1949,2012,06,0.556
1950,2012,07,0.507
1951,2012,08,0.536
1952,2012,09,0.556
1953,2012,10,0.556
1954,2012,11,0.55
1955,2012,12,0.271
1956,2013,01,0.47100000000000003
1957,2013,02,0.498
1958,2013,03,0.42100000000000004
1959,2013,04,0.45
1960,2013,05,0.525
1961,2013,06,0.501
1962,2013,07,0.518
1963,2013,08,0.541
1964,2013,09,0.546
1965,2013,10,0.516
1966,2013,11,0.66
1967,2013,12,0.532
1968,2014,01,0.534
1969,2014,02,0.327
1970,2014,03,0.584
1971,2014,04,0.667
1972,2014,05,0.608
1973,2014,06,0.625
1974,2014,07,0.544
1975,2014,08,0.677
1976,2014,09,0.601
1977,2014,10,0.635
1978,2014,11,0.504
1979,2014,12,0.655
1980,2015,01,0.705
1981,2015,02,0.6890000000000001
1982,2015,03,0.708
1983,2015,04,0.6729999999999999
1984,2015,05,0.711
1985,2015,06,0.743
1986,2015,07,0.6970000000000001
1987,2015,08,0.74
1988,2015,09,0.7959999999999999
1989,2015,10,0.845
1990,2015,11,0.84
1991,2015,12,1.024
1992,2016,01,0.934
1993,2016,02,1.111
1994,2016,03,1.1059999999999999
1995,2016,04,0.937
1996,2016,05,0.7070000000000001
1997,2016,06,0.7440000000000001
1998,2016,07,0.7440000000000001
1999,2016,08,0.79
2000,2016,09,0.7290000000000001
2001,2016,10,0.598
2002,2016,11,0.5529999999999999
2003,2016,12,0.62
2004,2017,01,0.7390000000000001
2005,2017,02,0.845
2006,2017,03,0.873
2007,2017,04,0.737
2008,2017,05,0.659
2009,2017,06,0.6409999999999999
2010,2017,07,0.6509999999999999
2011,2017,08,0.7140000000000001
2012,2017,09,0.557
2013,2017,10,0.5710000000000001
2014,2017,11,0.5539999999999999
2015,2017,12,0.6
2016,2018,01,0.5539999999999999
2017,2018,02,0.528
2018,2018,03,0.615
2019,2018,04,0.627
2020,2018,05,0.5870000000000001
2021,2018,06,0.573
2022,2018,07,0.594
2023,2018,08,0.586
2024,2018,09,0.598
2025,2018,10,0.6779999999999999
2026,2018,11,0.59
2027,2018,12,0.638
2028,2019,01,0.738
2029,2019,02,0.662
2030,2019,03,0.8740000000000001
2031,2019,04,0.78
2032,2019,05,0.61
2033,2019,06,0.708
2034,2019,07,0.706
2035,2019,08,0.7190000000000001
2036,2019,09,0.713
2037,2019,10,0.752
2038,2019,11,0.693
2039,2019,12,0.88
2040,2020,01,0.982
2041,2020,02,0.9990000000000001
